budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
25000000,Golden Harvest Company,USA,Michael Pressman,Action,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG,3/22/1991,88,6,Paige Turco,44901,Kevin Eastman,1991
11000000,New Line Cinema,USA,Rachel Talalay,Comedy,34872033,Freddy's Dead: The Final Nightmare,R,9/13/1991,89,4.9,Robert Englund,33582,Wes Craven,1991
65000000,TriStar Pictures,USA,Michael Lehmann,Action,17218080,Hudson Hawk,R,5/24/1991,100,5.8,Bruce Willis,45642,Bruce Willis,1991
0,Hughes Entertainment,USA,Bryan Gordon,Comedy,11336986,Career Opportunities,PG-13,3/29/1991,83,5.9,Frank Whaley,7577,John Hughes,1991
20000000,Interscope Communications,USA,Peter Hewitt,Adventure,38037513,Bill & Ted's Bogus Journey,PG,7/19/1991,93,6.2,Keanu Reeves,52853,Chris Matheson,1991
6788000,PolyGram Filmed Entertainment,USA,Ate de Jong,Comedy,43878334,Drop Dead Fred,PG-13,5/24/1991,103,5.8,Phoebe Cates,23181,Elizabeth Livingston,1991
15000000,Stone Group Pictures,USA,Sheldon Lettich,Action,30102717,Double Impact,R,8/9/1991,110,5.5,Jean-Claude Van Damme,31574,Sheldon Lettich,1991
3500000,Victor Company of Japan (JVC),France,Jim Jarmusch,Comedy,2015810,Night on Earth,R,12/12/1991,129,7.8,Winona Ryder,44688,Jim Jarmusch,1991
13500000,Paramount Pictures,USA,Stan Dragoti,Comedy,26255594,Necessary Roughness,PG-13,9/27/1991,108,6.1,Scott Bakula,8750,Rick Natkin,1991
29000000,Paramount Pictures,USA,Garry Marshall,Comedy,22773535,Frankie and Johnny,R,10/11/1991,118,6.7,Al Pacino,24326,Terrence McNally,1991
35000000,Joseph S. Vecchio Entertainment,USA,John Landis,Comedy,23562716,Oscar,PG,4/26/1991,109,6.4,Sylvester Stallone,25116,Claude Magnier,1991
0,Touchstone Pictures,USA,John R. Cherry III,Comedy,14143280,Ernest Scared Stupid,PG,10/11/1991,91,5.7,Jim Varney,9139,John R. Cherry III,1991
0,Universal Pictures,USA,Phil Nibbelink,Animation,22166041,An American Tail: Fievel Goes West,G,11/22/1991,75,6.5,James Stewart,18924,Flint Dille,1991
30000000,TriStar Pictures,USA,Barry Levinson,Biography,49114016,Bugsy,R,12/20/1991,136,6.8,Warren Beatty,22209,James Toback,1991
30000000,Columbia Pictures Corporation,USA,Barbra Streisand,Drama,74787599,The Prince of Tides,R,12/25/1991,132,6.7,Barbra Streisand,13391,Pat Conroy,1991
23000000,Paramount Pictures,USA,David Zucker,Comedy,86930411,The Naked Gun 2Ѕ: The Smell of Fear,PG-13,6/28/1991,85,6.8,Leslie Nielsen,89142,Jim Abrahams,1991
14000000,Arnold Kopelson Productions,USA,John Flynn,Action,39673161,Out for Justice,R,4/12/1991,91,6,Steven Seagal,18164,R. Lance Hill,1991
0,Twentieth Century Fox Film Corporation,USA,Robert Townsend,Drama,8750400,The Five Heartbeats,R,3/29/1991,121,7.5,Robert Townsend,2927,Robert Townsend,1991
14000000,Universal Pictures,USA,Spike Lee,Drama,32482682,Jungle Fever,R,6/7/1991,132,6.5,Wesley Snipes,14307,Spike Lee,1991
6000000,Alive Films,USA,David Kellogg,Comedy,1193062,Cool as Ice,PG,10/18/1991,91,2.8,Vanilla Ice,7942,David Stenn,1991
0,Touchstone Pictures,USA,Damian Harris,Thriller,28738096,Deceived,PG-13,9/27/1991,104,6.1,Goldie Hawn,5305,Mary Agnes Donoghue,1991
50000000,Paramount Pictures,USA,Mike Nichols,Drama,43001500,Regarding Henry,PG-13,7/10/1991,108,6.7,Harrison Ford,24971,J.J. Abrams,1991
8000000,Little Tokyo Productions,USA,Mark L. Lester,Action,2275557,Showdown in Little Tokyo,R,8/23/1991,79,6.1,Dolph Lundgren,13465,Stephen Glantz,1991
0,Sidйral Productions,France,Krzysztof Kieslowski,Drama,1999955,The Double Life of Veronique,R,11/22/1991,98,7.9,Irиne Jacob,31728,Krzysztof Kieslowski,1991
17000000,Metro-Goldwyn-Mayer (MGM),USA,Lili Fini Zanuck,Action,7241350,Rush,R,1/17/1992,120,6.7,Jason Patric,6699,Kim Wozencraft,1991
15000000,Paramount Pictures,USA,Kenneth Branagh,Crime,38016380,Dead Again,R,8/30/1991,107,7,Kenneth Branagh,22783,Scott Frank,1991
23000,Detour Filmproduction,USA,Richard Linklater,Comedy,1228108,Slacker,R,7/5/1991,97,7.1,Richard Linklater,16396,Richard Linklater,1991
30000000,Davis-Panzer Productions,UK,Russell Mulcahy,Action,15556340,Highlander II: The Quickening,R,11/1/1991,91,4.1,Christopher Lambert,38557,Gregory Widen,1991
0,Geffen Pictures,USA,Albert Brooks,Comedy,16371128,Defending Your Life,PG,4/5/1991,112,7.3,Albert Brooks,14509,Albert Brooks,1991
0,Warner Bros.,USA,Michael Caton-Jones,Comedy,54830779,Doc Hollywood,PG-13,8/2/1991,104,6.1,Michael J. Fox,27679,Neil B. Shulman,1991
25000000,Hughes Entertainment,USA,John Hughes,Comedy,33691313,Curly Sue,PG,10/25/1991,101,5.7,Jim Belushi,17739,John Hughes,1991
18000000,Goldcrest Films International,Ireland,Don Bluth,Animation,11657385,Amigos inseparables,G,4/3/1992,100,6,Glen Campbell,6716,Don Bluth,1991
23000000,Krisjair,USA,Simon Wincer,Action,7434726,Harley Davidson and the Marlboro Man,R,8/23/1991,98,6,Mickey Rourke,15567,Don Michael Paul,1991
14000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,34793160,White Fang,PG,1/18/1991,107,6.7,Ethan Hawke,16702,Jack London,1991
0,Fogwood Films,USA,Joel Schumacher,Drama,33669178,Dying Young,R,6/21/1991,111,5.9,Julia Roberts,12581,Marti Leimbach,1991
0,Warner Bros.,USA,William Dear,Action,7788597,If Looks Could Kill,PG-13,3/15/1991,88,5.7,Richard Grieco,5551,Fred Dekker,1991
23000000,Universal Pictures,USA,Michael Karbelnikoff,Crime,20246790,Mobsters,R,7/26/1991,104,5.9,Christian Slater,7229,Michael Mahern,1991
0,Carnival Film & Television,UK,Simon Moore,Crime,221295,Under Suspicion,R,2/28/1992,99,6.5,Liam Neeson,2752,Simon Moore,1991
0,Home Box Office (HBO),USA,Russell Mulcahy,Action,21760000,Ricochet,R,10/4/1991,102,6.1,Denzel Washington,13505,Fred Dekker,1991
0,Pathй Entertainment,USA,Brian Gilbert,Drama,14789113,Not Without My Daughter,PG-13,1/11/1991,116,6.2,Sally Field,10368,Betty Mahmoody,1991
17000000,Stone Group Pictures,USA,Craig R. Baxley,Action,9286314,Stone Cold,R,5/17/1991,88,5.9,Brian Bosworth,5551,Walter Doniger,1991
0,Carolco Pictures,USA,Mick Jackson,Comedy,28862081,L.A. Story,PG-13,2/8/1991,95,6.7,Steve Martin,26346,Steve Martin,1991
0,Walt Disney Pictures,USA,Steve Miner,Drama,7300000,Wild Hearts Can't Be Broken,G,5/24/1991,88,7.2,Gabrielle Anwar,4092,Matt Williams,1991
0,Cheap Date,USA,Ken Russell,Drama,1008404,Whore,NC-17,10/18/1991,85,5.5,Theresa Russell,2921,David Hines,1991
0,Beco Films,USA,Blake Edwards,Comedy,15545943,Switch,R,5/10/1991,103,5.7,Ellen Barkin,7160,Blake Edwards,1991
0,Kennedy Miller Productions,Australia,John Duigan,Drama,2415396,Flirting,R,11/14/1992,99,7.3,Noah Taylor,5046,John Duigan,1991
0,Nippon Television Network (NTV),Japan,Isao Takahata,Animation,415941,Only Yesterday,PG,2/26/2016,118,7.7,Miki Imai,16144,Hotaru Okamoto,1991
0,New Line Cinema,USA,Burt Kennedy,Action,6948859,Suburban Commando,PG,10/4/1991,90,4.3,Hulk Hogan,8055,Frank A. Cappello,1991
17000000,TriStar Pictures,USA,Maurice Phillips,Comedy,2865916,Another You,R,7/26/1991,100,5.3,Richard Pryor,2959,Ziggy Steinberg,1991
10000000,Orion Pictures,USA,Jodie Foster,Drama,25010896,Little Man Tate,PG,11/1/1991,99,6.7,Jodie Foster,12172,Scott Frank,1991
0,Film Four International,UK,Stephen Poliakoff,Drama,135893,Close My Eyes,R,11/22/1991,108,6.4,Alan Rickman,2538,Stephen Poliakoff,1991
0,Universal Pictures,USA,David S. Ward,Comedy,34002045,King Ralph,PG,2/15/1991,97,5.2,John Goodman,13317,Emlyn Williams,1991
23000000,Argos Films,Germany,Wim Wenders,Action,752856,Until the End of the World,R,12/25/1991,280,6.8,William Hurt,7344,Peter Carey,1991
1400000,IRS Media,USA,Bobcat Goldthwait,Comedy,115103,Shakes the Clown,R,3/13/1992,87,5.6,Bobcat Goldthwait,3958,Bobcat Goldthwait,1991
0,Movie Partners,USA,Mark Herrier,Comedy,4205000,Popcorn,R,2/1/1991,91,5.7,Jill Schoelen,2785,Mitchell Smith,1991
8000000,Columbia Pictures Corporation,USA,Alan Rudolph,Mystery,19018321,Mortal Thoughts,R,4/19/1991,102,5.7,Demi Moore,7239,William Reilly,1991
0,Universal Pictures,USA,John Badham,Action,25895485,The Hard Way,R,3/8/1991,111,6.3,Michael J. Fox,15517,Lem Dobbs,1991
0,Pierre Grise Productions,France,Jacques Rivette,Drama,408571,La bella latosa,UNRATED,9/4/1991,238,7.8,Michel Piccoli,5123,Pascal Bonitzer,1991
0,Black River Productions,UK,Mira Nair,Drama,7310000,Mississippi Masala,R,2/5/1992,118,6.6,Denzel Washington,4116,Sooni Taraporevala,1991
0,Not specified,USA,Nancy Savoca,Comedy,394631,Dogfight,R,10/4/1991,94,7.5,River Phoenix,6927,Bob Comfort,1991
0,ERA International,China,Yimou Zhang,Drama,2603061,Raise the Red Lantern,PG,12/18/1991,125,8.2,Li Gong,22684,Su Tong,1991
10000000,Vista Street Entertainment,USA,Eric Red,Horror,9188150,Body Parts,R,8/2/1991,88,5.5,Jeff Fahey,3290,Pierre Boileau,1991
22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,R,10/11/1991,98,6.5,Tom Berenger,6807,Richard Neely,1991
0,Alicйlйo,Spain,Lars von Trier,Drama,1007001,Europa,R,6/27/1991,112,7.7,Barbara Sukowa,16870,Lars von Trier,1991
13000000,Brooksfilms,USA,Mel Brooks,Comedy,4102526,Life Stinks,PG-13,7/26/1991,92,5.8,Mel Brooks,7979,Mel Brooks,1991
18000000,Metro-Goldwyn-Mayer (MGM),USA,Tom Mankiewicz,Comedy,5546827,Delirious,PG,8/9/1991,96,5.7,John Candy,6370,Lawrence J. Cohen,1991
7000000,Columbia Pictures Corporation,USA,Sean Penn,Drama,191125,The Indian Runner,R,9/20/1991,127,7.1,David Morse,7239,Sean Penn,1991
11000000,Baltimore Pictures,France,Steven Soderbergh,Drama,1059071,Kafka,PG-13,11/15/1991,98,6.9,Jeremy Irons,8341,Lem Dobbs,1991
0,Paramount Pictures,USA,Michael Hoffman,Comedy,36489888,Soapdish,PG-13,5/31/1991,97,6.5,Sally Field,12336,Robert Harling,1991
0,Touchstone Pictures,USA,Randa Haines,Drama,38120905,The Doctor,PG-13,8/16/1991,122,6.9,William Hurt,4314,Ed Rosenbaum,1991
0,Alliance Communications Corporation,Canada,Bruce Beresford,Adventure,8211952,Black Robe,R,10/4/1991,101,7.1,Lothaire Bluteau,5638,Brian Moore,1991
17000000,Twentieth Century Fox Film Corporation,USA,Peter Faiman,Comedy,4603929,Dutch,PG-13,7/19/1991,107,6.4,Ed O'Neill,10048,John Hughes,1991
48000000,Touchstone Pictures,USA,Robert Benton,Crime,15965919,Billy Bathgate,R,11/1/1991,106,5.9,Dustin Hoffman,10085,E.L. Doctorow,1991
0,Canal+,Spain,Pedro Almodуvar,Comedy,1710057,High Heels,R,12/20/1991,112,7.2,Victoria Abril,10971,Pedro Almodуvar,1991
0,Paramount Pictures,USA,Ken Kwapis,Comedy,9804775,"He Said, She Said",PG-13,2/22/1991,115,5.6,Kevin Bacon,5289,Brian Hohlfeld,1991
3000000,Cinetel Films,USA,Marc Rocco,Crime,390152,Where the Day Takes You,R,9/11/1992,105,6.8,Dermot Mulroney,2522,Michael Hitchcock,1991
8000000,Palace Pictures,UK,Bill Duke,Comedy,10438504,A Rage in Harlem,R,5/3/1991,100,5.9,Forest Whitaker,1581,Chester Himes,1991
0,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,21830957,Only the Lonely,PG-13,5/24/1991,104,6.3,John Candy,8491,Chris Columbus,1991
7500000,Carolco Pictures,USA,Martha Coolidge,Drama,6266621,Rambling Rose,R,9/20/1991,112,6.7,Laura Dern,4115,Calder Willingham,1991
0,Twentieth Century Fox Film Corporation,USA,Lawrence Kasdan,Crime,33243020,Grand Canyon,R,1/17/1992,134,6.9,Danny Glover,13271,Lawrence Kasdan,1991
0,Paramount Pictures,USA,Robert Lieberman,Comedy,14812000,All I Want for Christmas,G,11/8/1991,92,6,Harley Jane Kozak,3508,Thom Eberhardt,1991
0,Golden Harvest Company,Hong Kong,Jackie Chan,Action,10440032,Armour of God 2: Operation Condor,PG-13,7/18/1997,106,7.3,Jackie Chan,15147,Jackie Chan,1991
13000000,Gladden Entertainment,USA,Stewart Raffill,Comedy,3752426,Mannequin: On the Move,PG,5/17/1991,95,4.1,Kristy Swanson,4885,Edward Rugoff,1991
10000000,Paramount Pictures,USA,Mark DiSalle,Action,14061361,The Perfect Weapon,R,3/15/1991,90,6,Jeff Speakman,2867,David C. Wilson,1991
18000000,Pathй Entertainment,USA,Nicholas Meyer,Action,1501785,Company Business,PG-13,9/6/1991,98,5.7,Gene Hackman,1996,Nicholas Meyer,1991
0,New Line Cinema,USA,Michael Tolkin,Drama,1277401,The Rapture,R,10/4/1991,100,6.4,Mimi Rogers,4296,Michael Tolkin,1991
35000000,Paramount Pictures,USA,John Milius,Action,14587732,Flight of the Intruder,PG-13,1/18/1991,115,5.7,Danny Glover,5162,Stephen Coonts,1991
40000000,All Girl Productions,USA,Mark Rydell,Comedy,17860280,For the Boys,R,11/27/1991,138,6.3,Bette Midler,4430,Neal Jimenez,1991
0,Kings Road Entertainment,USA,Albert Pyun,Action,1250712,Kickboxer 2: The Road Back,R,6/14/1991,100,4.5,Sasha Mitchell,4588,Mark DiSalle,1991
14000000,Orion Pictures,USA,Woody Allen,Comedy,2735731,Shadows and Fog,PG-13,3/20/1992,85,6.8,Woody Allen,14024,Woody Allen,1991
2000000,Empire Pictures (II),USA,Stuart Gordon,Horror,3331,The Pit and the Pendulum,R,6/27/1991,97,6.1,Lance Henriksen,3241,Edgar Allan Poe,1991
5000000,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235,House Party 2,R,10/23/1991,100,5.1,Christopher Reid,3925,Reginald Hudlin,1991
0,Allarts,UK,Peter Greenaway,Drama,1750301,Prospero's Books,R,8/30/1991,124,6.9,John Gielgud,5335,William Shakespeare,1991
0,Warner Bros.,USA,Irwin Winkler,Drama,9480198,Guilty by Suspicion,PG-13,3/15/1991,105,6.5,Robert De Niro,6588,Irwin Winkler,1991
36000000,The Saul Zaentz Company,USA,Hector Babenco,Drama,1342903,At Play in the Fields of the Lord,R,12/6/1991,189,6.8,Tom Berenger,2755,Peter Matthiessen,1991
0,Paramount Pictures,USA,Herbert Ross,Drama,418807,True Colors,R,3/15/1991,111,6.3,John Cusack,4205,Kevin Wade,1991
26000000,Hollywood Pictures,USA,Jerry Rees,Comedy,12454768,The Marrying Man,R,4/5/1991,115,5.7,Kim Basinger,4445,Neil Simon,1991
17010000,Sean Daniel Company,USA,Nadia Tass,Comedy,22641969,Pure Luck,PG,8/9/1991,96,5.7,Martin Short,5618,Francis Veber,1991
22000000,Largo Entertainment,USA,Rod Daniel,Comedy,11000863,The Super,R,10/4/1991,84,5.5,Joe Pesci,4400,Sam Simon,1991
0,Paramount Pictures,USA,Terry Hughes,Comedy,9689816,The Butcher's Wife,PG-13,10/25/1991,107,5.3,Demi Moore,5723,Ezra Litwak,1991
16400000,Orion Pictures,USA,Richard Franklin,Action,21082165,F/X2,PG-13,5/10/1991,108,5.8,Bryan Brown,7248,Robert T. Megginson,1991
28000000,Films A2,France,Leos Carax,Drama,117569,The Lovers on the Bridge,R,7/2/1999,125,7.6,Juliette Binoche,9590,Leos Carax,1991
0,Paramount Pictures,UK,Franc Roddam,Action,3106559,K2,R,5/1/1992,102,6.2,Michael Biehn,5614,Patrick Meyers,1991
250000,Bronze Eye Productions,USA,Todd Haynes,Drama,609524,Poison,R,8/16/1991,85,6.5,Edith Meeks,2724,Jean Genet,1991
0,Interscope Communications,USA,Michael Apted,Drama,24277858,Class Action,R,3/15/1991,110,6.4,Gene Hackman,5499,Carolyn Shelby,1991
0,BBC Films,UK,Mike Newell,Drama,13200170,Enchanted April,PG,12/25/1992,95,7.4,Alfred Molina,5334,Elizabeth von Arnim,1991
16000000,Hollywood Pictures,USA,Geoff Burrowes,Action,4409328,Run,R,2/1/1991,91,6.1,Patrick Dempsey,2157,Dennis Shryack,1991
0,Robert Simonds Productions,USA,Jeffrey Hornaday,Drama,3547684,Shout,PG-13,10/4/1991,89,5,John Travolta,1594,Joe Gayton,1991
0,Universal Pictures,UK,James Dearden,Crime,15429177,A Kiss Before Dying,R,4/26/1991,94,5.7,Matt Dillon,4042,Ira Levin,1991
0,Warner Bros.,USA,Norman Jewison,Comedy,25682090,Other People's Money,R,10/18/1991,103,6.1,Danny DeVito,6905,Jerry Sterner,1991
0,DDM Film Corporation,USA,Frank De Felitta,Horror,2368,Scissors,R,3/22/1991,100,5.2,Sharon Stone,2057,Joyce Selznick,1991
0,American Playhouse,UK,Julie Dash,Drama,1642436,Daughters of the Dust,TV-PG,12/27/1991,100,6.5,Cora Lee Day,1135,Julie Dash,1991
4000000,Hollywood Pictures,USA,Heywood Gould,Action,11276846,One Good Cop,R,5/3/1991,114,5.8,Michael Keaton,3226,Heywood Gould,1991
0,Golden Harvest Company,Hong Kong,Michael Mak,Adventure,396003,Sex and Zen,R,11/30/1991,100,5.8,Amy Yip,1687,Alexander Lee,1991
0,C.L.G. Films,UK,James Lapine,Biography,4076211,Impromptu,PG-13,1991-05,107,7,Judy Davis,4064,Sarah Kernochan,1991
0,Cannon Pictures,USA,Aaron Norris,Action,4654288,The Hitman,R,10/25/1991,95,5.3,Chuck Norris,2836,Robert Geoffrion,1991
0,Siriol Productions,UK,Jуzsef Gйmes,Animation,2144238,The Princess and the Goblin,G,6/3/1994,100,6.9,Claire Bloom,1975,Robin Lyons,1991
0,Feature Film Enterprise II,Japan,Akira Kurosawa,Drama,516431,Rapsodia en agosto,PG,12/20/1991,98,7.3,Sachiko Murase,5202,Kiyoko Murata,1991
0,Vision PDG,USA,Zalman King,Drama,573904,Wild Orchid II: Two Shades of Blue,R,5/8/1992,111,3.7,Nina Siemaszko,1253,Zalman King,1991
16000000,Cinecom Entertainment Group,USA,Lasse Hallstrцm,Comedy,14851083,Once Around,R,2/1/1991,115,6.5,Richard Dreyfuss,3594,Malia Scotch Marmo,1991
0,Parallax Pictures,UK,Ken Loach,Comedy,295444,Riff-Raff,UNRATED,2/12/1993,95,7.1,Robert Carlyle,3324,Bill Jesse,1991
0,MK2 Productions,France,Claude Chabrol,Drama,1942424,Madame Bovary,PG-13,12/25/1991,143,6.7,Isabelle Huppert,3041,Gustave Flaubert,1991
0,House & Moorhouse Films,Australia,Jocelyn Moorhouse,Drama,524668,Proof,R,3/20/1992,86,7.4,Hugo Weaving,5369,Jocelyn Moorhouse,1991
0,Edward R. Pressman Film,USA,David Mamet,Crime,2971661,Homicide,R,8/28/1991,102,7.1,Joe Mantegna,5024,David Mamet,1991
0,Island World,USA,Kevin Hooks,Comedy,7683267,Strictly Business,PG-13,11/8/1991,100,5.4,Tommy Davidson,1507,Pam Gibson,1991
0,A.M.A. Film,Italy,Gabriele Salvatores,Comedy,4532791,Mediterraneo,R,1/31/1991,96,7.4,Diego Abatantuono,11479,Enzo Monteleone,1991
0,Cecchi Gori Group Tiger Cinematografica,Italy,Roberto Benigni,Comedy,574392,Johnny Stecchino,R,10/24/1991,102,7.2,Roberto Benigni,8466,Roberto Benigni,1991
0,British Screen Productions,UK,Derek Jarman,Drama,694438,Edward II,R,10/18/1991,87,7,Steven Waddington,1997,Christopher Marlowe,1991
6000000,Les Films 21,USA,Sylvio Tabet,Action,869325,Beastmaster 2: Through the Portal of Time,PG-13,8/30/1991,107,3.8,Marc Singer,2462,Andre Norton,1991
0,Hollywood Pictures,USA,Jeff Kanew,Action,11128309,V.I. Warshawski,R,7/26/1991,89,4.8,Kathleen Turner,4135,Sara Paretsky,1991
0,Initial Films,USA,John Frankenheimer,Action,1182273,Year of the Gun,R,11/1/1991,111,5.7,Andrew McCarthy,1977,Michael Mewshaw,1991
0,Action Films,France,Volker Schlцndorff,Drama,516517,Voyager,PG-13,1/31/1992,117,6.8,Sam Shepard,2507,Max Frisch,1991
0,Esperanto Filmoj,Mexico,Alfonso Cuarуn,Comedy,9074,Sуlo con tu pareja,NOT RATED,12/25/1992,94,7.1,Daniel Gimйnez Cacho,2423,Alfonso Cuarуn,1991
0,Alliance Entertainment,Canada,Atom Egoyan,Comedy,396573,The Adjuster,R,1992-07,102,6.7,Elias Koteas,2727,Atom Egoyan,1991
10000000,Orion Pictures,USA,Jonathan Wacks,Comedy,6166819,Mystery Date,PG-13,8/16/1991,97,6,Ethan Hawke,2180,Parker Bennett,1991
0,Paramount Pictures,USA,Lewis Gilbert,Comedy,242014,Stepping Out,PG,10/11/1991,106,6.4,Liza Minnelli,903,Richard Harris,1991
0,Marble Hall,USA,James Glickenhaus,Action,456127,McBain,R,9/20/1991,107,4.7,Christopher Walken,1284,James Glickenhaus,1991
4000000,Imagine Entertainment,USA,Radha Bharadwaj,Drama,259012,Closet Land,R,3/6/1991,100,7.2,Madeleine Stowe,2293,Radha Bharadwaj,1991
10000000,TriStar Pictures,USA,Matthew Robbins,Adventure,8667684,Bingo,PG,8/9/1991,100,4.7,Cindy Williams,2380,Jim Strain,1991
0,Sovereign Pictures,UK,Charles Sturridge,Drama,1403033,Where Angels Fear to Tread,PG,2/28/1992,100,6.6,Helena Bonham Carter,1691,E.M. Forster,1991
0,Erato Films,France,Maurice Pialat,Biography,138720,Van Gogh,R,10/30/1992,158,7.3,Jacques Dutronc,2069,Maurice Pialat,1991
0,JVC Entertainment Networks,USA,George Gallo,Comedy,2120564,29th Street,R,11/1/1991,101,7.3,Anthony LaPaglia,2157,Frank Pesce,1991
0,BC,Germany,Danny Huston,Biography,218316,Becoming Colette,R,11/6/1992,100,5.4,Klaus Maria Brandauer,192,Ruth Graham,1991
19000000,Nelson Entertainment,USA,Sidney J. Furie,Action,939277,The Taking of Beverly Hills,R,10/11/1991,96,4.9,Ken Wahl,869,Sidney J. Furie,1991
0,Iblis Films,Belgium,Jaco Van Dormael,Comedy,1228153,Toto the Hero,PG-13,6/19/1991,91,7.7,Michel Bouquet,4546,Didier De Neck,1991
1900000,Juno Pix,USA,Joseph B. Vasquez,Comedy,532933,Hangin' with the Homeboys,R,4/5/1991,100,7,Doug E. Doug,1147,Joseph B. Vasquez,1991
0,Grand Highway Productions,USA,Mary Agnes Donoghue,Drama,18634643,Paradise,PG-13,10/4/1991,111,6.7,Melanie Griffith,2375,Mary Agnes Donoghue,1991
0,American Playhouse,Mexico,Nicolбs Echevarrнa,Adventure,789127,Cabeza de Vaca,R,4/17/1992,100,7,Juan Diego,883,Nicolбs Echevarrнa,1991
0,Numero Uno International,Italy,Andrey Konchalovskiy,Drama,583979,The Inner Circle,PG-13,12/25/1991,137,7.1,Tom Hulce,1676,Andrey Konchalovskiy,1991
0,Initial Entertainment Group (IEG),USA,Mike Figgis,Mystery,133645,Liebestraum,R,1991-11,112,6,Kevin Anderson,1320,Mike Figgis,1991
0,Avenue Pictures,UK,Michael Lindsay-Hogg,Comedy,5186392,The Object of Beauty,R,4/12/1991,103,5.7,John Malkovich,1660,Michael Lindsay-Hogg,1991
0,A&M; Films,USA,Michael Bortman,Drama,31000,Crooked Hearts,R,9/6/1991,113,6.1,Peter Berg,761,Robert Boswell,1991
0,Castle Rock Entertainment,USA,W.D. Richter,Drama,8906823,Late for Dinner,PG,9/20/1991,99,6.5,Peter Berg,1474,Mark Andrus,1991
450000,American Playhouse,USA,Matty Rich,Crime,2712293,Straight Out of Brooklyn,R,1991-06,100,5.9,George T. Odom,499,Matty Rich,1991
0,Film Par Film,France,Gйrard Lauzier,Comedy,25480000,Mon Pere Ce Heros,Not specified,10/23/1991,105,6.1,Gйrard Depardieu,2224,Gйrard Lauzier,1991
0,New Line Cinema,USA,Topper Carew,Comedy,978775,Talkin' Dirty After Dark,R,8/16/1991,89,5.2,Martin Lawrence,425,Topper Carew,1991
0,Pedro Costa Producciones Cinematogrбficas S.A.,Spain,Vicente Aranda,Crime,1407309,Lovers: A True Story,R,4/12/1991,103,7.2,Victoria Abril,1875,Бlvaro del Amo,1991
